This chart shows expert ratings of over 1700 Chocolate Bars,,,,,,,,,
"Among the criteria are review date, cocoa percent, and the type of cocoa bean in the chocolate bar",,,,,,,,,
Data retrieved from kaggle.com,,,,,,,,,
"CompanyX 
(Maker-if known)","Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent",Column,"Company
Location",Rating,"Bean
Type","Broad Bean
Origin"
Hoja Verde (Tulicorp),Manabi,414,"February, 2009",58%,,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador
Holy Cacao,Maranon,1872,"September, 2016",70%,,Israel,2.75,X ,Peru
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,"July, 2015",70%,,Israel,3.5,X ,Ecuador
Holy Cacao,Sambirano,1466,"July, 2015",70%,,Israel,3.5,Trinitario,Madagascar
Holy Cacao,Gran Couva,1466,"July, 2015",70%,,Israel,3.5,Trinitario,Trinidad
Holy Cacao,Mara,1466,"July, 2015",70%,,Israel,3.5,X ,Venezuela
Holy Cacao,Ivory Coast,431,"February, 2009",70%,,Israel,2.5,X ,Ivory Coast
Holy Cacao,Hispaniola,431,"February, 2009",70%,,Israel,2.75,X ,Dominican Republic
Holy Cacao,San Martin,431,"February, 2009",70%,,Israel,3.5,X ,Peru
Holy Cacao,Hispaniola w/ nibs,431,"February, 2009",75%,,Israel,3.75,X ,Dominican Republic
Honest,"Ecuador, w/ nibs",1327,"December, 2014",72%,,South Africa,2.5,X ,Ecuador
Hotel Chocolat,"Pepiniere, single Cote",1654,"July, 2015",70%,,U.K.,2.75,X ,St. Lucia
Hotel Chocolat,"Marcial, single Cote, January, 2012",1030,"May, 2013",70%,,U.K.,4,Trinitario,St. Lucia
Hotel Chocolat,"Island Growers, January, 2012, 120hr c.",1113,"May, 2013",100%,,U.K.,1.75,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Trinidad,1038,"May, 2013",75%,,u.k.,3,Trinitario,Trinidad
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,"May, 2013",80%,,U.K.,3.5,Trinitario,Vietnam
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,"May, 2013",90%,,U.K.,3,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, January, 2012",1065,"May, 2013",72%,,U.K.,3,Trinitario,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, January, 2012",1065,"May, 2013",82%,,U.K.,3.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, January, 2012, 60hr c.",1109,"May, 2013",100%,,U.K.,2.75,X ,Peru
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, January, 2012, 120hr c.",1113,"May, 2013",100%,,u.k.,2.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Conacado, January, 2012, 120hr c.",1113,"May, 2013",100%,,united kingdom,2.75,X ,Dominican Republic
Hotel Chocolat (Coppeneur),Sambirano,809,"January, 2012",66%,,U.K.,3.5,"Trinitario, Criollo",Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,"October, 2011",80%,,U.K.,3,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,"October, 2011",65%,,U.K.,3,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,"October, 2011",65%,,U.K.,3.25,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Ecuador,552,"May, 2010",70%,,U.K.,2.75,X ,Ecuador
Hotel Chocolat (Coppeneur),Santo Domingo,552,"May, 2010",70%,,U.K.,3,X ,Dominican Republic
Hotel Chocolat (Coppeneur),Chuao,600,"May, 2010",70%,,u.k.,2.75,Trinitario,Venezuela
Hotel Chocolat (Coppeneur),St. Lucia,245,"April, 2008",72%,,united kingdom,3,X ,St. Lucia
Hotel Chocolat (Coppeneur),Uganda,296,"April, 2008",80%,,U.K.,2.5,Forastero,Uganda
Hotel Chocolat (Coppeneur),Tanzania,296,"April, 2008",75%,,U.K.,2.75,X ,Tanzania
Hotel Chocolat (Coppeneur),Uba Budo,300,"April, 2008",72%,,U.K.,3,Forastero,Sao Tome
Hummingbird,Lam Dong,1542,"July, 2015",70%,,Canada,3.5,Trinitario,Vietnam
Hummingbird,Bolivia,1307,"December, 2014",70%,,Canada,3,"Criollo, Trinitario",Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,"December, 2014",70%,,Canada,3,"Criollo, Trinitario",Bolivia
Hummingbird,Momotombo,1311,"December, 2014",70%,,Canada,3,Trinitario,Nicaragua
Hummingbird,Hispaniola,1311,"December, 2014",70%,,Canada,3.75,Trinitario,Dominican Republic
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,"December, 2014",70%,,Canada,3.5,X ,Dominican Republic
Hummingbird,"Ocumare, Cumboto",1097,"May, 2013",70%,,canada,3.25,"Trinitario, Criollo",Venezuela
Hummingbird,Amazonas,1097,"May, 2013",70%,,canada,3.75,Forastero,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",1085,"May, 2013",72%,,Switzerland,3.75,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona,725,"October, 2011",72%,,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,"October, 2011",72%,,Switzerland,3.75,X ,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,"October, 2011",72%,,Switzerland,3.25,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,"October, 2011",72%,,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Porcelana, Zulia",733,"October, 2011",74%,,Switzerland,4,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,"October, 2011",72%,,Switzerland,3.5,Criollo,Venezuela
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,"October, 2011",70%,,Switzerland,4,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,"October, 2011",72%,,Switzerland,4,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,"October, 2011",72%,,Switzerland,4,X ,Venezuela
Indah,India (south),1788,"September, 2016",61%,,India,2.5,X ,India
Indaphoria,La Red,821,"January, 2012",70%,,U.S.A.,3.25,X ,Dominican Republic
Indaphoria,"Conacado, Manifesto",907,"January, 2012",70%,,U.S.A.,2.75,X ,Dominican Republic
Indi,Honduras,1255,"December, 2014",77%,,U.S.A.,3,X ,Honduras
iQ Chocolate,"Satipo region, white label",943,"January, 2012",72%,,Scotland,2.75,Criollo,Peru
iQ Chocolate,black label,943,"January, 2012",72%,,Scotland,3,X ,Peru
Isidro,Madagascar,1275,"December, 2014",72%,,U.S.A.,3.5,Trinitario,Madagascar
Isidro,Peru,1279,"December, 2014",72%,,U.S.A.,2.25,X ,Peru
Isidro,Belize,1279,"December, 2014",72%,,U.S.A.,3.25,Trinitario,Belize
Isidro,Dominican Republic,1279,"December, 2014",72%,,U.S.A.,3.25,X ,Dominican Republic
Izard,"Maya Mountain, Toledo, Batch 29",1542,"July, 2015",70%,,U.S.A.,3.5,Trinitario,Belize
Izard,"Elvesia P., Batch 32",1546,"July, 2015",70%,,U.S.A.,2.75,X ,Dominican Republic
Jacque Torres,Trinatario Treasure,5,"November, 2006",71%,,U.S.A.,2,Trinitario,Ghana
Jordis,Madagascar,1534,"July, 2015",63%,,Czech Republic,2.75,Trinitario,Madagascar
Just Good Chocolate,Belize,1375,"December, 2014",70%,,usa.,3.5,Trinitario,Belize
Just Good Chocolate,Madagascar,1375,"December, 2014",70%,,U.S.A.,3.5,Trinitario,Madagascar
Just Good Chocolate,Peru,1375,"December, 2014",70%,,U.S..,4,X ,Peru
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,"May, 2013",70%,,Domincan Republic,3.5,X ,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,"May, 2013",82%,,Domincan Republic,3,X ,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,"May, 2013",55%,,Domincan Republic,3.25,X ,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,"May, 2013",62%,,Domincan Republic,3.25,X ,Dominican Republic
Kakao,Peru,837,"January, 2012",64%,,Germany ,2.5,X ,Peru
Kakao,Vanuatu,387,"February, 2009",65%,,Germany ,3.75,Trinitario,Vanuatu
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,"April, 2008",70%,,Ecuador,3,X ,Ecuador
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,"April, 2008",70%,,Ecuador,3.5,X ,Ecuador
Kallari (Ecuatoriana),Roberto,245,"April, 2008",75%,,Ecuador,2.75,X ,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,248,"April, 2008",85%,,Ecuador,2.5,X ,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,"April, 2008",85%,,Ecuador,2.75,X ,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,"April, 2008",85%,,Ecuador,3,X ,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,"April, 2008",75%,,Ecuador,2.5,X ,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,"April, 2008",85%,,Ecuador,3,X ,Ecuador
Kaoka (Cemoi),Noir,404,"February, 2009",70%,, France,2.75,X ,X 
Kaoka (Cemoi),Ecuador,423,"February, 2009",80%,, France,2.75,X ,Ecuador
Kerchner,"La Red, Project Reserva, Guaconejo",1133,"May, 2013",70%,,U.S..,3.75,X ,Dominican Republic
Ki' Xocolatl,Dark,431,"February, 2009",72%,,Mexico,2,X ,Mexico
Kiskadee,"La Red, Guanconjeco",1251,"December, 2014",60%,,U.S.A.,3,Trinitario,Dominican Republic
Kto,San Martin,1422,"December, 2014",72%,,U.S..,2.5,X ,Peru
Kto,Ocumare,1422,"December, 2014",72%,,U.S..,2.75,X ,Venezuela
Kto,Belize,1422,"December, 2014",72%,,U.S.A.,3,Trinitario,Belize
Kto,Sambirano Valley,1422,"December, 2014",72%,,U.S.A.,3.25,Trinitario,Madagascar
Kto,Belize,1426,"December, 2014",90%,,U.S.A.,3.25,Trinitario,Belize
Kto,Elvesia,1426,"December, 2014",72%,,U.S.A.,3.25,X ,Dominican Republic
Kto,ROIG,1426,"December, 2014",72%,,U.S.A.,3.25,X ,Dominican Republic
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,"September, 2016",70%,,U.S.A.,3.25,X ,Haiti
K'ul,"Maranon, Fortunato No. 4",1852,"September, 2016",70%,,U.S.A.,2.75,Forastero (Nacional),Peru
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,"September, 2016",70%,,U.S.A.,3.75,X ,Ecuador
K'ul,"Bahia, Fazenda Camboa",1852,"September, 2016",70%,,U.S.A.,3.75,Forastero,Brazil
Kyya,Uganda,1359,"December, 2014",72.50%,,U.S.A.,2.5,Forastero,Uganda
Kyya,Hispaniola,1359,"December, 2014",72.50%,,U.S.A.,3,X ,Dominican Republic
Kyya,Ecuador,1363,"December, 2014",72.50%,,U.S.A.,2.5,X ,Ecuador
Kyya,Madagascar,1363,"December, 2014",72.50%,,U.S.A.,3,Trinitario,Madagascar
L.A. Burdick (Felchlin),Peru,891,"January, 2012",74%,,U.S.A.,3.25,X ,Peru
L.A. Burdick (Felchlin),Brazil,891,"January, 2012",70%,,U.S.A.,4,X ,Brazil
L.A. Burdick (Felchlin),Chuao,927,"January, 2012",68%,,U.S.A.,3.75,Trinitario,Venezuela
L.A. Burdick (Felchlin),Quito,682,"October, 2011",74%,,U.S.A.,3.75,X ,Ecuador
L.A. Burdick (Felchlin),Grenada,576,"May, 2010",75%,,U.S..,3.25,Trinitario,Grenada
L.A. Burdick (Felchlin),Dominican Republic,576,"May, 2010",74%,,U.S.A.,3.75,X ,Dominican Republic
L.A. Burdick (Felchlin),Venzuela,597,"May, 2010",71%,,U.S.A.,3,X ,Venezuela
L.A. Burdick (Felchlin),Madagascar,431,"February, 2009",64%,,U.S.A.,3.5,Trinitario,Madagascar
L.A. Burdick (Felchlin),Bolivian,451,"February, 2009",68%,,U.S.A.,3,X ,Bolivia
La Chocolaterie Nanairo,"Lumas, July, 2015 Harvest, Batch 6, brown sugar",1892,"September, 2016",70%,,Japan,2.25,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Lumas, July, 2015 Harvest, Batch 7",1892,"September, 2016",70%,,Japan,2.5,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Tumbes, May, 2013 Harvest, Batch 8",1892,"September, 2016",70%,,Japan,3,Criollo,Peru
La Chocolaterie Nanairo,"Belize, December, 2014 Harvest, Batch 9",1892,"September, 2016",70%,,Japan,3,"Trinitario, Criollo",Belize
La Maison du Chocolat (Valrhona),"Cuana, May, 2013",1121,"May, 2013",74%,, France  ,2.75,X ,"Africa, Carribean, C. Am."
La Maison du Chocolat (Valrhona),Tobago,1145,"May, 2013",60%,, France,3.25,X ,Tobago
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,"May, 2013",56%,,  France ,3.25,X ,Ecuador
La Maison du Chocolat (Valrhona),Loma Sotavento,891,"January, 2012",66%,, France,3.5,X ,Dominican Republic
La Maison du Chocolat (Valrhona),Grenada,741,"October, 2011",68%,, France,3.5,Trinitario,Grenada
La Maison du Chocolat (Valrhona),Akosombo,346,"February, 2009",68%,, France,3.25,Forastero,Ghana
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,"February, 2009",69%,, France,3.5,Criollo (Porcelana),Venezuela
La Maison du Chocolat (Valrhona),Kuruba,439,"February, 2009",60%,, France,3,X ,X 
La Maison du Chocolat (Valrhona),Orinoco,445,"February, 2009",60%,, France  ,3.75,X ,X 
La Maison du Chocolat (Valrhona),"Cuana, April, 2008",230,"April, 2008",74%,, France,3.5,Blend,"Ven., Indonesia, Ecuad."
La Oroquidea,Peruvian Amazon,721,"October, 2011",72%,,Peru,2.5,X ,Peru
La Pepa de Oro,Vinces,713,"October, 2011",60%,,Ecuador,3.25,X ,Ecuador
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,"July, 2015",75%,, France,2.75,Trinitario,Madagascar
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,"July, 2015",75%,, France,2.75,Trinitario,Vietnam
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,"July, 2015",75%,, France,3,X ,Cuba
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,"July, 2015",75%,, France,3.25,X ,Peru
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,"July, 2015",75%,,  France ,3,X ,Ivory Coast
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,"July, 2015",75%,, France,3.5,Forastero,Sao Tome
Laia aka Chat-Noir,"Bahia, Batch 148",1642,"July, 2015",75%,, France  ,3.25,X ,Brazil
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,"July, 2015",75%,, France,3.75,Trinitario,Vietnam
Laia aka Chat-Noir,Cuba,1434,"December, 2014",70%,, France,2.75,X ,Cuba
Laia aka Chat-Noir,Trinidad-Tobago,1438,"December, 2014",68%,, France,2.75,X ,Trinidad-Tobago
Lajedo do Ouro,Catongo,927,"January, 2012",70%,,Brazil,3.5,Forastero (Catongo),Brazil
Lake Champlain (Callebaut),Tanzania,327,"February, 2009",75%,,U.S.A.,2.5,X ,Tanzania
L'Amourette,Rugoso,1784,"September, 2016",80%,,U.S.A.,3.5,Trinitario,Nicaragua
L'Amourette,Carenero Superior,833,"January, 2012",75%,,U.S.A.,3,Trinitario,Venezuela
L'Amourette,Rio Caribe,833,"January, 2012",75%,,usa.,3,Trinitario,Venezuela
L'Amourette,Blend,853,"January, 2012",72%,,U.S.A.,3,Criollo,"Peru, Ecuador, Venezuela"
Letterpress,"La Masica, Batch 7, FHIA",1952,"March, 2017",70%,,U.S.A.,3.5,X ,Honduras
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,"March, 2017",70%,,U.S.A.,3.25,X ,Belize
Letterpress,Liberia,1728,"September, 2016",70%,,U.S.A.,3.25,X ,Liberia
Letterpress,Beniamo,1562,"July, 2015",70%,,U.S.A.,3.25,X ,Bolivia
Letterpress,"San Juan Estate, Gran Couva",1562,"July, 2015",70%,,U.S.A.,3.5,Trinitario,Trinidad
Letterpress,San Andres,1566,"July, 2015",70%,,U.S.A.,3,X ,Costa Rica
Letterpress,"La Red, Guaconejo",1566,"July, 2015",70%,,U.S.A.,3.25,X ,Domincan Republic
Letterpress,Kokoa Kamili,1566,"July, 2015",70%,,U.S.A.,3.5,X ,Tanzania
Letterpress,Maranura,1371,"December, 2014",70%,,U.S.A.,3.5,Forastero (Nacional),Peru
Levy,Sambirano,1231,"December, 2014",71%,,Finland,3.5,Criollo,Madagascar
Lilla,Madagascar,1856,"September, 2016",70%,,Finland,3,Trinitario,Madagascar
Lillie Belle,Perfect Illusion,855,"January, 2012",65%,,U.S.A.,3.5,Criollo,Peru
Lillie Belle,"Bolivia, Wild Thing",903,"January, 2012",68%,,U.S.A.,3.5,Criollo,Bolivia
Lillie Belle,La Selva,903,"January, 2012",68%,,U.S.A.,3.75,X ,Peru
Lillie Belle,Purple Haze,947,"January, 2012",75%,,U.S.A.,2.75,X ,"Venezuela, Dom. Rep."
Lillie Belle,"The Other One, Grand Cru",947,"January, 2012",74%,,U.S.A.,3,X ,Dominican Republic
Lillie Belle,Wild Thing,947,"January, 2012",68%,,U.S.A.,3.5,Criollo,Bolivia
Lindt & Sprungli,Excellence (US Version),157,"June, 2007",85%,,Switzerland,3,X ,X 
Loiza,Puerto Rico,1049,"May, 2013",65%,,Puerto Rico,2.5,X ,Puerto Rico
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,"December, 2014",70%,,U.S.A.,3.75,X ,Hawaii
Lonohana,"Haleiwa E, O'ahu, December, 2014",1395,"December, 2014",65%,,U.S..,3.25,X ,Hawaii
Lonohana,"Haleiwa E, O'ahu, December, 2014",1395,"December, 2014",75%,,U.S.A.,3.75,X ,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,"May, 2013",71%,,U.S.A.,3,X ,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,"May, 2013",72%,,U.S.A.,3,X ,Hawaii
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,"May, 2013",70%,,U.S.A.,3.5,X ,Hawaii
Love Bar,Nicaragua,1502,"July, 2015",75%,,U.S.A.,2,X ,Nicaragua
Luker,Selva,552,"May, 2010",46%,,Colombia,2.75,X ,"Colombia, Ecuador"
Luker,Macondo,552,"May, 2010",60%,,Colombia,3,X ,"Colombia, Ecuador"
Luker,Misterio,552,"May, 2010",58%,,Colombia,3,X ,"Colombia, Ecuador"
Luker,Santander,552,"May, 2010",65%,,Colombia,3.5,X ,Colombia
Machu Picchu Trading Co.,Peru,721,"October, 2011",70%,,Peru,1.5,X ,Peru
Machu Picchu Trading Co.,Peru,552,"May, 2010",55%,,Peru,2.25,X ,Peru
Madecasse (Cinagra),Madagascar,284,"April, 2008",67%,,Madagascar,3.5,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,284,"April, 2008",70%,,Madagascar,3.75,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,284,"April, 2008",63%,,Madagascar,4,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,288,"April, 2008",75%,,Madagascar,3.5,Trinitario,Madagascar
Madre,Guadalcanal,1940,"March, 2017",73%,,usa.,3.5,X ,Solomon Islands
Madre,Puerto Rico,1085,"May, 2013",70%,,U.S.A.,2.75,X ,Puerto Rico
Madre,Brazil,1085,"May, 2013",70%,,U.S.A.,3.5,X ,Brazil
Madre,"Choobua, Kona",1089,"May, 2013",70%,,U.S.A.,2.75,X ,Hawaii
Madre,"Xocunusco, Chiapas, Pichucalco",1089,"May, 2013",70%,,U.S.A.,2.75,X ,Mexico
Madre,"Hamakua Coast, Kokoleka",991,"January, 2012",70%,,U.S.A.,3.25,X ,Hawaii
Madre,"Criollo, Hawaii",995,"January, 2012",70%,,U.S.A.,3.25,Criollo,Hawaii
Madre,Kaua'i,995,"January, 2012",70%,,U.S.A.,3.5,X ,Hawaii
Madre,Dominican,672,"October, 2011",70%,,U.S.A.,2.5,X ,Dominican Republic
Madre,Upala,693,"October, 2011",70%,,U.S.A.,2.75,X ,Costa Rica
Madre,"Chiapas, Triple Cacao",607,"May, 2010",72%,,U.S.A.,2.75,X ,Mexico
Maglio,Africa,300,"April, 2008",75%,,italy,2,X ,Tanzania
Maglio,Ecuador,308,"April, 2008",70%,,Italy,3,Forastero (Nacional),Ecuador
Maglio,Cuba,308,"April, 2008",70%,,Italy,3.25,Criollo,Cuba
Maglio,Santo Domingo,308,"April, 2008",70%,,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic
Majani,Ecuador,531,"May, 2010",70%,,italy,2,X ,Ecuador
Malagasy (Chocolaterie Robert),"Sambirano November, 2006",184,"June, 2007",75%,,Madagascar,2.75,Trinitario,Madagascar
Malagasy (Chocolaterie Robert),"Mora Mora November, 2006",184,"June, 2007",73%,,Madagascar,3.5,Trinitario,Madagascar
Malagos,"Davao, Mt. Talamo foothills",1121,"May, 2013",65%,,Philippines,3.5,Trinitario,Philippines
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,"May, 2010",55%,,U.S.A.,3.5,X ,Hawaii
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,"February, 2009",55%,,U.S.A.,2.75,Blend,Hawaii
Malmo,Chuao,1856,"September, 2016",70%,,Sweden,3,X ,Venezuela
Mana,Ecuador,1446,"July, 2015",74%,,U.S.A.,2.5,X ,Ecuador
Mana,Peru,1219,"December, 2014",74%,,U.S.A.,2.5,X ,Peru
Mana,Venezuela,1219,"December, 2014",74%,,U.S.A.,2.75,X ,Venezuela
Mana,Conacado,821,"January, 2012",74%,,U.S.A.,3.75,X ,Dominican Republic
Manifesto Cacao,Colombia,1331,"December, 2014",70%,,Colombia,2.75,X ,Colombia
Manoa,Markham Valley,1522,"July, 2015",72%,,U.S.A.,3.5,X ,Papua New Guinea
Manoa,Coto Brus,1522,"July, 2015",72%,,U.S..,3.75,X ,Costa Rica
Manoa,"Waiahole, O'ahu",1089,"May, 2013",72%,,U.S.A.,3.75,X ,Hawaii
Manoa,"Liberia, #174",1003,"January, 2012",72%,,U.S.A.,3.25,X ,Liberia
Manoa,"Hamakua, Hawaiian Crown, #176",1007,"January, 2012",72%,,U.S.A.,2.75,X ,Hawaii
Manoa,Piura,1007,"January, 2012",72%,,U.S.A.,3,X ,Peru
Manoa,"Oahu, Winward, #151, Maunawili district",1007,"January, 2012",72%,,U.S.A.,3.25,X ,Hawaii
Manufaktura Czekolady,Johe,1844,"September, 2016",70%,,Poland,3.75,X ,Nicaragua
Manufaktura Czekolady,Peru,1848,"September, 2016",70%,,Poland,3.5,X ,Peru
Manufaktura Czekolady,Porcelana,1255,"December, 2014",70%,,Poland,3.75,Criollo,Venezuela
Manufaktura Czekolady,Kolumbia,1279,"December, 2014",85%,,Poland,3.5,X ,Colombia
Manufaktura Czekolady,Grand Cru Dominican Republic,871,"January, 2012",70%,,Poland,3.25,X ,Dominican Republic
Manufaktura Czekolady,Grand Cru Ghana,871,"January, 2012",70%,,Poland,3.5,Forastero,Ghana
Manufaktura Czekolady,Grand Cru Ecuador,875,"January, 2012",70%,,Poland,3.25,X ,Ecuador
Map Chocolate,"Ben Tre, Surprise Valley",1896,"September, 2016",75%,,U.S.A.,3.25,Trinitario,Vietnam
Map Chocolate,"ROIG, December, 2014",1474,"July, 2015",70%,,U.S..,3.5,"Criollo, Trinitario",Dominican Republic
Map Chocolate,"Maranon, December, 2014",1474,"July, 2015",62%,,usa.,3.5,Forastero (Nacional),Peru
Map Chocolate,Ecuador,1478,"July, 2015",70%,,U.S.A.,3.5,Trinitario,Ecuador
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,"July, 2015",70%,,U.S.A.,2.75,Trinitario,Trinidad
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,"July, 2015",70%,,U.S.A.,3.5,X ,Nicaragua
Map Chocolate,"Tumbes, Dear Mr. Finley, December, 2014",1606,"July, 2015",68%,,U.S.A.,3.5,Criollo,Peru
Map Chocolate,Colombia,1610,"July, 2015",75%,,U.S.A.,2.75,X ,Colombia
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,"July, 2015",72%,,U.S.A.,3,X ,Tanzania
Map Chocolate,Le Chocolat Chaud,1634,"July, 2015",78%,,U.S.A.,3.5,X ,Honduras
Marana,Piura,1872,"September, 2016",70%,,Peru,3,X ,Peru
Marana,Cusco,1884,"September, 2016",70%,,Peru,2.75,X ,Peru
Marana,San Martin,1884,"September, 2016",70%,,Peru,3,X ,Peru
Marigold's Finest,Cacao Nib Crunch,1808,"September, 2016",75%,,Canada,3.25,X ,X 
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,"July, 2015",85%,,Vietnam,3.25,Trinitario,Vietnam
Marou,Ben Tre,1650,"July, 2015",68%,,Vietnam,3.5,Trinitario,Vietnam
Marou,"Dak Lak, Batch 2451",1650,"July, 2015",70%,,Vietnam,3.75,Trinitario,Vietnam
Marou,"Tan Phu Dong, Treasure Island",1149,"May, 2013",75%,,Vietnam,3.5,Trinitario,Vietnam
Marou,Ba Ria,845,"January, 2012",76%,,Vietnam,3.5,Trinitario,Vietnam
Marou,Dong Nai,845,"January, 2012",72%,,Vietnam,3.5,Trinitario,Vietnam
Marou,"Tien Giang, Gao Co-op",845,"January, 2012",70%,,Vietnam,3.5,Trinitario,Vietnam
Marou,Ben Tre,849,"January, 2012",78%,,Vietnam,3.5,Trinitario,Vietnam
Marou,Tien Giang,895,"January, 2012",80%,,Vietnam,3,Trinitario,Vietnam
Marou,Lam Dong,955,"January, 2012",74%,,Vietnam,3.5,Trinitario,Vietnam
Mars,"Matina 1-6, prototype",537,"May, 2010",65%,,U.S.A.,3,X ,Costa Rica
Mars,Ivory Coast,544,"May, 2010",65%,,U.S.A.,3,X ,Ivory Coast
Mars,Nigeria,544,"May, 2010",65%,,U.S.A.,3.25,X ,Nigeria
Mars,"Ghana, prototype",544,"May, 2010",65%,,U.S.A.,3.5,Forastero,Ghana
Marsatta,Dominican Republic,1189,"May, 2013",74%,,usa.,2.25,X ,Dominican Republic
Marsatta,Dominican Republic,1189,"May, 2013",89%,,U.S.A.,2.5,X ,Dominican Republic
Martin Mayer,Alto Beni,1836,"September, 2016",76%,,Austria,2.75,X ,Bolivia
Martin Mayer,Pisa,1836,"September, 2016",82%,,Austria,3,X ,Haiti
Martin Mayer,Tumaco,1836,"September, 2016",74%,,Austria,3.25,X ,Colombia
Mast Brothers,Guatemala,1450,"July, 2015",76%,,U.S.A.,3,X ,Guatemala
Mast Brothers,Tanzania,1450,"July, 2015",74%,,U.S.A.,3.25,X ,Tanzania
Mast Brothers,French Laundry 20th Anniversary,1359,"December, 2014",75%,,U.S.A.,3.75,Blend,"Peru, Belize"
Mast Brothers,Shake Shack,959,"January, 2012",73%,,U.S..,3.5,Blend,"Peru, Mad., Dom. Rep."
Mast Brothers,Madagascar,999,"January, 2012",72%,,U.S..,2.5,Trinitario,
Mast Brothers,Chuao,999,"January, 2012",73%,,U.S.A.,2.75,Trinitario,Venezuela
